tSNE_1	tSNE_2
P8467_1209	2.50880065762549	-1.49003219083914
P8467_1210	-0.512108626982713	12.3821697225623
P8467_1211	-10.1571118837785	19.6274026687276
P8467_1212	-1.08093657391654	-0.564665378440176
P8467_1213	-3.39925538725167	-12.0318084878212
P8467_1214	16.1742635252798	-9.82271111962549
P8467_1215	1.90110187114815	-4.39095082629988
P8467_1216	2.46094845816731	-3.40523266011502
P8467_1217	1.49706585647044	-5.45293784868834
P8467_1218	1.75255000722632	0.199578303577215
P8467_1219	2.92935656744151	-6.76602290501846
P8467_1220	7.87660888354728	-12.8770177399886
P8467_1221	15.9869606452991	-14.7235845090156
P8467_1222	13.0096063162542	-4.33772362926411
P8467_1223	-6.46119004487468	-11.6067462862594
P8467_1224	-9.08435180828418	15.8050625997471
P8467_1225	-7.81124117450582	-10.8675618452234
P8467_1226	-5.86512321008808	4.01146540227633
P8467_1227	5.82320651316386	-6.33386045089635
P8467_1228	-5.52909011701603	-12.5075257066035
P8467_1229	-6.82248789325156	-11.297059665766
P8467_1230	-5.67923197515397	-11.3035404613499
P8467_1231	-8.11276637523312	8.01436670810589
P8467_1232	-9.35302387025218	15.4098280163718
P8467_1233	-10.9672781455109	20.2726029304246
P8467_1234	-7.62785717320035	-10.1602214397013
P8467_1235	-4.54911900241123	2.99008526784547
P8467_1236	-12.7642579382384	16.5611360241317
P8467_1237	-4.09840919582713	2.35785957903144
P8467_1238	4.11899434141787	-12.4707295180126
P8467_1239	-2.19991321586906	-10.9169735381817
P8467_1240	3.11682737031202	0.227188352329588
P8467_1241	-15.3739882421537	15.89284589625
P8467_1242	-6.38874832512275	-10.2945537915125
P8467_1243	-1.55727034402096	-3.98282948719545
P8467_1244	-7.04543011460211	-13.4100938050563
P8467_1245	5.89177983657772	2.64677002758608
P8467_1246	-7.9330128451487	17.2650646359492
P8467_1247	15.8794520832707	-16.7503733935157
P8467_1248	0.509986063904514	-1.43522957850171
P8467_1249	5.21478724653392	-7.0982900881907
P8467_1250	6.46348241162177	-3.43910416124949
P8467_1251	15.2021572494662	-16.4973568144678
P8467_1252	3.71892018828116	-5.66227192873633
P8467_1253	7.99141356333659	-12.8828274866218
P8467_1254	-8.81763749221564	20.900463884474
P8467_1255	-4.50402496802483	13.4698558631971
P8467_1256	16.8576059554011	-11.1468288636518
P8467_1257	6.68898969004924	3.33532043495879
P8467_1258	6.56148604440263	2.46131555056192
P8467_1259	3.76121790723246	-5.80946423960869
P8467_1260	-6.44442161619973	-12.6274623937799
P8467_1261	1.29600192716662	13.5239596618858
P8467_1262	-13.923736791105	16.2994159626932
P8467_1263	-8.25204396798767	8.91756455513601
P8467_1264	-8.01415744513092	7.85877541197004
P8467_1265	-7.50265874164331	-9.84601728464758
P8467_1266	6.246551939	-2.27006638829454
P8467_1267	7.93928315634467	3.15369814446443
P8467_1268	3.93961848657882	2.65438033742065
P8467_1269	-3.79194486850355	-11.2787845687314
P8467_1270	15.305899232088	-10.0433215620999
P8467_1271	-2.6215764722664	-12.0208982277049
P8467_1272	4.09747875298243	-12.5373200844463
P8467_1273	-5.58694984365253	4.25374243749848
P8467_1274	1.18175403078748	12.7840428794764
P8467_1275	-4.65912631889269	3.21003203346082
P8467_1276	-7.05694464103226	-12.8102949769471
P8467_1277	-9.58144668108458	13.3779841852289
P8467_1278	-14.9070617091494	15.5986887575493
P8467_1279	-11.1261707488757	16.0415727135784
P8467_1280	-11.5172552054391	19.595519572651
P8467_1281	2.02051912824069	-2.08530212479931
P8467_1282	-14.850874457495	16.4176650350758
P8467_1283	3.0524443951661	0.196702370554116
P8467_1284	0.6916497821782	10.0101785126482
P8467_1285	15.9832643841531	-10.936708545331
P8467_1286	16.9683137782138	-10.7883784307162
P8467_1287	5.01646250061849	-7.58672464431317
P8467_1288	7.67057357348091	-6.90784417269428
P8467_1289	-10.0996676695103	21.3400631955833
P8467_1290	13.8762811755159	-17.3018964694841
P8467_1291	6.10201170505972	-2.27377934754778
P8467_1292	4.48897530981635	-2.5467557199634
P8467_1293	-1.77198443059842	-10.6933407809134
P8467_1294	14.926064339935	-16.2055025612278
P8467_1295	0.892611864447021	-5.0922950079393
P8467_1296	-9.70306636232846	17.1590592757172
P8467_1297	-8.842323659575	-10.4255615854801
P8467_1298	13.128266285732	-9.08192378598137
P8467_1299	-14.2604063403593	14.804762279416
P8467_1300	10.5113940034114	-10.5932200439482
P8467_1301	2.36152481480828	-4.11133731472578
P8467_1302	15.4521153214485	-15.9894118787114
P8467_1303	12.9503414249716	-3.93016129131485
P8467_1304	-14.5490245755334	14.4152078007395
P8467_1305	5.70668243818477	2.46948162506832
P8467_1306	-7.7853042454131	-13.3421849923738
P8467_1307	1.59354022099448	-7.26775443597372
P8467_1308	-0.0591754640640298	11.9434756192942
P8467_1309	-10.8371138435311	20.2116384256637
P8467_1310	3.69924187476592	-0.949142687772856
P8467_1311	-9.43804902579923	18.6066640926774
P8467_1312	3.43214453223649	-4.53132812886509
P8467_1313	-8.93826641284306	-9.92371747766563
P8467_1314	-0.755866530783197	-7.41765498041464
P8467_1315	3.62837778504562	-8.43491828881512
P8467_1316	-8.25596991221082	-12.6286877009508
P8467_1317	-10.5460719698395	20.3757660272019
P8467_1318	-9.75453564454159	20.3560484335367
P8467_1319	17.6748303119548	-11.1544152349202
P8467_1320	17.2221366651679	-12.0990673734183
P8467_1321	-5.94841326893619	-9.88478725328254
P8467_1322	-12.8009598801717	16.9149992654502
P8467_1323	7.47215496122516	1.98297002413347
P8467_1324	-5.80894148988122	4.43792193831599
P8467_1325	-5.27293304726225	-11.8966759488384
P8467_1326	8.07861219148737	-9.61932344444672
P8467_1327	4.90935197503644	-13.0895669970729
P8467_1328	-9.28950328755911	9.28373213277361
P8467_1329	3.50036462254396	-3.4343865698225
P8467_1330	-8.20802877661322	-14.2495307680527
P8467_1331	6.94526488212671	-4.76537777290594
P8467_1332	6.08710785463812	1.14995625579561
P8467_1333	15.7818299867747	-14.1049681080713
P8467_1334	-10.6001070228132	19.0293983117116
P8467_1335	-9.19337462673533	19.8623269434173
P8467_1336	0.894139183326937	-3.07166490946996
P8467_1337	-1.19298959893026	-2.16313988339418
P8467_1338	6.56936562940633	2.28868861956107
P8467_1339	3.21304552957084	-5.17719967484558
P8467_1340	7.69462394079989	3.64843355511286
P8467_1341	4.92290281672732	-4.07344745212917
P8467_1342	1.06481155030049	-8.20298308205458
P8467_1343	15.4651807595904	-9.66758124360713
P8467_1344	16.5313693252565	-13.0854175465592
P8467_1345	-11.1215896708925	12.8101856236268
P8467_1346	4.99744818342968	-11.9254222689256
P8467_1347	-0.888146758569328	-3.7689405835757
P8467_1348	-2.35172649585945	-10.3573263560475
P8467_1349	-6.4068578224445	-12.390080766081
P8467_1350	14.6282070579344	-15.6678613831365
P8467_1351	8.01878948228141	-9.65139968473369
P8467_1352	-9.9230703297079	9.20573054825992
P8467_1353	-4.21560681388342	-11.1920955007079
P8467_1354	-0.57611517405897	-1.42773331274903
P8467_1355	0.726226112670331	-2.46602603694288
P8467_1356	-8.3948227413071	-13.6905652926223
P8467_1357	2.99090898712179	-5.20220905299699
P8467_1358	16.4766280726304	-16.381127928329
P8467_1359	4.92157921357418	1.0123106308019
P8467_1360	15.4212573092859	-16.000322546569
P8467_1361	2.29302655527093	-5.36327388626735
P8467_1362	1.67799025744859	-3.96617389105733
P8467_1363	5.33841450785676	-4.69310392827877
P8467_1364	-3.11459500494456	-10.1216256105966
P8467_1365	4.55921522558827	-13.3032809144456
P8467_1366	13.948066474479	-17.5324114173745
P8467_1367	-6.17470850381287	-13.9619769313318
P8467_1368	-14.1674960549897	14.6641999508228
P8467_1369	6.45368791596954	-3.0885222284383
P8467_1370	-7.38772936673844	-11.7007702389969
P8467_1371	0.839833515922472	-0.0292135530824038
P8467_1372	-14.5377375527856	15.5960411111172
P8467_1373	-0.392229280951805	-4.20829689566804
P8467_1374	4.49689076020772	-13.3342038068741
P8467_1375	-9.45583624870217	9.16435584361262
P8467_1376	-8.51128843600607	9.36704687584014
P8467_1377	10.5050761021966	-10.5663532129892
P8467_1378	0.0166059724952216	-6.99360679665488
P8467_1379	-1.5786503207929	-12.7974645659079
P8467_1380	0.182834586949848	-3.57008222252954
P8467_1381	16.7284965507463	-10.1638443224301
P8467_1382	-8.96417570776086	18.4468374652739
P8467_1383	-8.82831105141332	19.9308552648816
P8467_1384	-9.11252113303181	10.1799786413303
